7,0,0
7,1,0.00028720266411343
7,2,0.0005777512365922
7,3,0.000871668910168796
7,4,0.00116897876565486
7,5,0.001469703766167
7,6,0.00177386675129464
7,7,0.00208149043121025
7,8,0.00239259738072285
7,9,0.00270721003327559
7,10,0.0030253506748883
7,11,0.00334704143804551
7,12,0.00367230429553112
7,13,0.00400116105421063
7,14,0.00433363334876139
7,15,0.00466974263535249
7,16,0.00500951018527478
7,17,0.00535295707852209
7,18,0.0057001041973249
7,19,0.00605097221963737
7,20,0.00640558161257867
7,21,0.0067639526258303
7,22,0.00712610528498964
7,23,0.00749205938488189
7,24,0.00786183448283098
7,25,0.0082354498918908
7,26,0.0115891908839261
7,27,0.0129520034248189
7,28,0.0145899947162293
7,29,0.0165601765854882
7,30,0.0189259398478734
7,31,0.021756103057008
7,32,0.0251233731755265
7,33,0.0291021523205245
7,34,0.0337656574819995
7,35,0.0391823648347614
7,36,0.0454118457132464
7,37,0.0525001247267194
7,38,0.060474757523719
7,39,0.0693398906062367
7,40,0.0790716215168912
7,41,0.089614017362602
7,42,0.100876165965859
7,43,0.112730621089034
7,44,0.125013557370695
7,45,0.137526870929986
7,46,0.150042350559222
7,47,0.162307908217568
7,48,0.174055705791268
7,49,0.185011860210595
7,50,0.194907265108939
7,51,0.203488948635975
7,52,0.210531306821011
7,53,0.215846520143388
7,54,0.219293483575956
7,55,0.220784658036834
7,56,0.197846768768188
7,57,0.143304342508323
7,58,0.0875869475387162
7,59,0.0503371038080045
8,0,0.0326235493324193
8,1,0.0265974153128977
8,2,0.0253442432527181
8,3,0.0255055513675655
8,4,0.0259816902774949
8,5,0.0265138354435659
8,6,0.0270568743192349
8,7,0.0276048892462838
8,8,0.0281572915220037
8,9,0.0287140375491591
8,10,0.0292751256460661
8,11,0.0298405560910192
8,12,0.0304103287005503
8,13,0.0309844427109262
8,14,0.0315628967675493
8,15,0.0321456889182882
8,16,0.0327328166069735
8,17,0.0333242766669567
8,18,0.0339200653147321
8,19,0.0345201781436236
8,20,0.0351246101175407
8,21,0.0357333555648032
8,22,0.03634640817204
8,23,0.0369637609781621
8,24,0.0375854063684141
8,25,0.038211336068505
8,26,0.0388415411388226
8,27,0.0394760119687319
8,28,0.0401147382709618
8,29,0.0407577090760811
8,30,0.0414049127270677
8,31,0.0420563368739719
8,32,0.0427119684686778
8,33,0.0433717937597636
8,34,0.0440357982874651
8,35,0.0447039668787432
8,36,0.0453762836424588
8,37,0.0460527319646569
8,38,0.0467332945039634
8,39,0.0474179531870977
8,40,0.0481066892046099
8,41,0.0487994830106108
8,42,0.0494963144304732
8,43,0.050197165071845
8,44,0.0509020582695717
8,45,0.0516115622650496
8,46,0.0523315740457804
8,47,0.0531071852677975
8,48,0.0541971993494435
8,49,0.0567012443097851
8,50,0.0639777803218903
8,51,0.0829412440108868
8,52,0.121440482034033
8,53,0.178406733953336
8,54,0.234197457108821
8,55,0.258383060208594
